dates,brand,total_users_reached,total_cost,sponsored_products_s,sponsored_products_u,sponsored_brands_s,sponsored_brands_u,video_s,video_u,OTT_s,OTT_u,sponsored_display_s,sponsored_display_u,display_s,display_u,sales,converted_users
2022-11-22,Brand M,746029,23830.268870000036,19544.61000000004,15077,0.0,0,0.0,0,0.0,0,0.0,0,4285.658869999996,730952,42986.89,7438
2022-11-22,Brand N,3982232,39871.66831999995,17924.769999999986,17683,0.0,0,65.64345000000007,12473,2944.5342000000046,119518,5.87,3,18930.850669999963,3832555,50706.56,9415
2022-11-22,Brand R,1661295,11862.742589999985,423.56,175,0.0,0,0.0,0,0.0,0,0.0,0,11439.182589999986,1661120,12910.85,1088
2022-11-23,Brand C,1678263,22500.809879999946,17.56,4,0.0,0,556.002060000002,24352,13630.830899999952,613252,0.0,0,8296.416919999992,1040655,13389.23,3483
2022-11-23,Brand G,579923,11433.593229999991,7780.389999999988,3216,0.0,0,0.0,0,0.0,0,0.0,0,3653.203230000003,576707,25063.74,2467
2022-11-23,Brand LA,2059307,17912.45000999998,0.0,0,0.0,0,1185.496020000002,71355,5889.952200000001,325625,0.0,0,10837.001789999977,1662327,5150.15,1266
2022-11-23,Brand LO,8625981,108740.22478999992,43422.19,19958,0.0,0,462.3672699999996,33837,9061.498199999947,392611,0.0,0,55794.16931999998,8179575,160356.87,18551
2022-11-23,Brand M,584977,21304.741489999982,18124.669999999987,14064,0.0,0,0.0,0,0.0,0,0.0,0,3180.071489999996,570913,37249.54,6536
2022-11-23,Brand N,3840189,38143.823699999964,17071.640000000003,16665,0.0,0,66.34499000000007,13518,2935.708799999996,127645,9.39,3,18060.739909999967,3682358,44964.37,8662
2022-11-23,Brand R,1680882,12537.99516000001,432.0900000000002,237,0.0,0,0.0,0,0.0,0,0.0,0,12105.90516000001,1680645,9246.5,965
2022-11-24,Brand C,1863108,23154.304149999967,21.14,4,0.0,0,568.8913899999991,21496,13007.279099999954,590277,0.0,0,9556.993660000013,1251331,14741.94,3345
2022-11-24,Brand G,1111348,16681.175860000003,8470.309999999992,2409,0.0,0,0.0,0,0.0,0,0.0,0,8210.86586000001,1108939,18169.28,1874
2022-11-24,Brand LA,1752673,16861.033139999974,0.0,0,0.0,0,1206.873380000002,68600,5430.755999999984,301665,0.0,0,10223.403759999988,1382408,5164.8,1242
2022-11-24,Brand LO,8080944,126612.22068999999,61363.680000000015,22325,0.0,0,446.0749799999998,32616,9244.24559999997,389219,0.0,0,55558.22011,7636784,168879.4,18978
2022-11-24,Brand M,2034731,36777.85495000001,19835.82000000001,13317,0.0,0,0.0,0,0.0,0,0.0,0,16942.034949999994,2021414,39215.42,6498
2022-11-24,Brand N,3807576,45046.18512000007,23779.55000000003,19073,0.0,0,64.63681999999986,11986,2905.1316000000024,127336,7.050000000000001,3,18289.816700000032,3649178,44408.77,8365
2022-11-24,Brand R,1846410,17668.175890000013,1772.2900000000002,447,0.0,0,0.0,0,0.0,0,0.0,0,15895.885890000014,1845963,24454.0,1598
2022-11-25,Brand C,2027613,22530.906189999954,30.8,5,0.0,0,606.7534799999995,33099,12356.68514999995,563566,0.0,0,9536.667560000004,1430943,23827.42,5888
2022-11-25,Brand G,1579201,25171.850150000024,14135.930000000011,3877,0.0,0,0.0,0,0.0,0,0.0,0,11035.920150000013,1575324,33119.28,3422
2022-11-25,Brand LA,1686976,15743.207969999994,0.0,0,0.0,0,1171.70556,72604,5045.134799999996,280845,0.0,0,9526.367609999998,1333527,13767.35,2516
2022-11-25,Brand LO,8767415,178946.56822999995,111300.59,37800,0.0,0,405.76967999999977,29360,8622.132599999984,359110,0.0,0,58618.07594999997,8341145,339023.39,36103
2022-11-25,Brand M,3935445,58993.640850000025,29584.790000000048,19353,0.0,0,0.0,0,0.0,0,0.0,0,29408.850849999973,3916092,90230.96,14262
2022-11-25,Brand N,3755296,57161.52116999999,35649.75999999998,28955,0.0,0,62.97992000000008,10004,2968.957199999999,131526,19.65,8,18460.17405000001,3584803,83554.89,15675
2022-11-25,Brand R,1910294,20672.75212999999,2944.8700000000035,1071,0.0,0,0.0,0,0.0,0,0.0,0,17727.882129999987,1909223,65694.0,3776
2022-11-26,Brand C,1996287,23411.144439999935,24.69,3,0.0,0,613.8855099999996,35308,12812.803199999951,593178,0.0,0,9959.765729999985,1367798,25140.64,5795
2022-11-26,Brand G,1576700,33527.48385999999,21774.22,5101,0.0,0,0.0,0,0.0,0,0.0,0,11753.263859999992,1571599,35110.84,3617
2022-11-26,Brand LA,1575351,14792.305889999994,0.0,0,0.0,0,1222.9259800000025,79658,5087.41259999999,284346,0.0,0,8481.967310000002,1211347,14659.9,2548
2022-11-26,Brand LO,8652380,149744.4348199997,80220.77999999985,27334,0.0,0,396.7307100000003,29193,8935.724999999979,363953,0.0,0,60191.19910999987,8231900,277018.81,31404
2022-11-26,Brand M,3662607,69982.80669999996,40990.59999999998,24613,0.0,0,0.0,0,0.0,0,0.0,0,28992.206699999988,3637994,97309.34,15363
2022-11-26,Brand N,3507379,46942.23366000003,26216.070000000003,19521,0.0,0,67.16948999999994,11735,3090.846000000004,139023,16.63,7,17551.518170000018,3337093,71654.98,14281
2022-11-26,Brand R,2016336,21608.179150000004,2076.67,1079,0.0,0,0.0,0,0.0,0,0.0,0,19531.50915,2015257,52665.2,3139
2022-11-27,Brand C,2070443,22953.610099999987,20.46,3,0.0,0,581.2740699999994,31018,12598.387199999976,592185,0.0,0,9753.488830000011,1447237,21551.57,5286
2022-11-27,Brand G,1593822,30538.786190000043,18825.17000000005,4190,0.0,0,0.0,0,0.0,0,0.0,0,11713.616189999992,1589632,30345.45,3240
2022-11-27,Brand LA,1590186,14271.491109999983,0.0,0,0.0,0,1004.0685100000009,70905,4773.917399999984,268615,0.0,0,8493.505199999998,1250666,10158.74,2056
2022-11-27,Brand LO,8550088,138555.72311999992,69453.07999999993,25290,0.0,0,426.8512499999998,37000,8920.400999999994,359585,0.0,0,59755.39087,8128213,219959.78,25551
2022-11-27,Brand M,3343779,52631.80363000001,25956.80000000003,18231,0.0,0,0.0,0,0.0,0,0.0,0,26675.003629999985,3325548,74156.45,12218
2022-11-27,Brand N,3303898,40927.32629000002,22059.29,17863,0.0,0,63.334929999999886,12786,2942.559,130773,18.93,7,15843.212360000018,3142469,56730.08,11406
2022-11-27,Brand R,2108668,21883.328820000013,2486.4500000000003,906,0.0,0,0.0,0,0.0,0,0.0,0,19396.878820000013,2107762,41195.6,2449
2022-11-28,Brand C,1915221,39470.873259999935,18774.719999999983,2343,0.0,0,645.681120000001,36414,11023.277549999964,514078,0.0,0,9027.194589999986,1362386,33847.73,6300
2022-11-28,Brand G,1704101,27449.83398000001,15976.500000000013,3518,0.0,0,0.0,0,0.0,0,0.0,0,11473.33398,1700583,36273.31,3842
2022-11-28,Brand LA,1532658,13149.3887,0.0,0,0.0,0,896.2687600000008,61881,4264.271399999999,239473,0.0,0,7988.848540000001,1231304,13490.33,2625
2022-11-28,Brand LO,9031366,191003.15625999996,115671.48999999996,26027,0.0,0,432.62334000000016,33248,7680.871199999984,319217,0.0,0,67218.17172000003,8652874,289355.55,32414
2022-11-28,Brand M,3819038,70097.55799999996,40356.94,21011,0.0,0,0.0,0,0.0,0,0.0,0,29740.61799999996,3798027,104494.3,16309
2022-11-28,Brand N,3560544,54812.32620000008,32419.320000000047,16754,0.0,0,64.13739000000001,12202,2537.512200000002,111325,22.29,9,19769.066610000034,3420254,70150.33,13964
2022-11-28,Brand R,1842993,18037.303979999993,2815.5100000000043,828,0.0,0,0.0,0,0.0,0,0.0,0,15221.79397999999,1842165,60782.28,3584
2022-11-29,Brand C,1961121,20914.652119999966,1376.4799999999998,192,0.0,0,559.0107200000004,30286,10426.058849999974,486424,0.0,0,8553.102549999992,1444219,32656.12,6092
2022-11-29,Brand G,1592266,16640.414139999986,6792.349999999987,1948,0.0,0,0.0,0,0.0,0,0.0,0,9848.06414,1590318,29994.4,3129
2022-11-29,Brand LA,1672740,13244.04634,0.0,0,0.0,0,957.1720999999994,62627,4147.575599999999,232086,0.0,0,8139.298640000002,1378027,12473.6,2367
2022-11-29,Brand LO,8091057,140745.56050000014,78279.69000000012,25320,0.0,0,322.4501399999994,27984,7719.794999999982,322530,0.0,0,54423.62536000004,7715223,242970.72,27369
2022-11-29,Brand M,2449070,36751.81866000006,19579.27000000004,13305,0.0,0,0.0,0,0.0,0,0.0,0,17172.54866000002,2435765,82171.28,13410
2022-11-29,Brand N,2328360,42985.54955000007,27528.15000000004,19742,0.0,0,63.72202999999998,12374,2702.119199999998,117165,34.809999999999995,15,12656.748320000032,2179064,69120.52,13387
2022-11-29,Brand R,2270328,19529.311999999994,2254.3400000000024,721,0.0,0,0.0,0,0.0,0,0.0,0,17274.97199999999,2269607,53747.39,3461
2022-11-30,Brand C,1981728,18087.62220999997,17.89,3,0.0,0,433.69942000000026,23771,10653.30329999998,490514,0.0,0,6982.729489999989,1467440,14673.72,4240
2022-11-30,Brand G,1403866,13107.829779999993,4021.140000000004,1317,0.0,0,0.0,0,0.0,0,0.0,0,9086.68977999999,1402549,26937.31,2736
2022-11-30,Brand LA,1680142,12689.87746000001,0.0,0,0.0,0,938.0254500000004,66123,4232.220599999994,233552,0.0,0,7519.631410000016,1380467,6152.69,1621
2022-11-30,Brand LO,6305326,102975.70779000003,55364.34000000008,21187,0.0,0,328.1547199999996,31838,7571.937599999998,330264,0.0,0,39711.27546999996,5922037,163375.53,18514
2022-11-30,Brand M,1588780,24475.214569999982,12311.389999999989,7425,0.0,0,0.0,0,0.0,0,0.0,0,12163.824569999992,1581355,41708.51,7826
2022-11-30,Brand N,2043831,37052.26913000006,20250.540000000023,15697,0.0,0,64.67813999999998,13519,2820.303600000003,133847,19.24,9,13897.507390000028,1880759,46753.72,8896
2022-11-30,Brand R,2103990,17958.48246999999,710.3299999999998,392,0.0,0,0.0,0,0.0,0,0.0,0,17248.152469999994,2103598,24495.25,1585
2022-12-01,Brand C,2152931,17670.566599999987,0.0,0,0.0,0,453.94387,24498,9924.806399999978,462569,0.0,0,7291.816330000011,1665864,16819.14,4561
2022-12-01,Brand G,519596,7417.31383000001,4055.120000000002,1502,0.0,0,0.0,0,0.0,0,0.0,0,3362.1938300000083,518094,25725.49,2644
2022-12-01,Brand LA,1444126,10247.843619999987,0.0,0,0.0,0,676.6813999999998,52482,3985.757999999989,222339,0.0,0,5585.404219999998,1169305,6896.41,1612
2022-12-01,Brand LO,4439601,81291.54603000007,48764.86000000013,21447,0.0,0,275.1218600000002,27351,5819.282999999997,313622,0.0,0,26432.28116999994,4077181,160224.47,18943
2022-12-01,Brand M,826241,15821.987350000034,10582.200000000015,7926,0.0,0,0.0,0,0.0,0,0.0,0,5239.787350000019,818315,43145.2,7839
2022-12-01,Brand N,1522877,29979.38368000002,20523.870000000024,17538,0.0,0,65.48185999999993,13677,2739.293399999995,131839,22.09,10,6628.64842,1359813,52554.18,9689
2022-12-01,Brand R,1114257,8897.422869999999,407.44999999999976,291,0.0,0,0.0,0,0.0,0,0.0,0,8489.97287,1113966,25799.25,1716
2022-12-02,Brand C,1909208,17752.36310999998,6.449999999999999,2,0.0,0,514.8864500000002,30690,9445.394549999972,444394,0.0,0,7785.632110000009,1434122,20170.2,5314
2022-12-02,Brand G,354042,6783.112399999989,3939.199999999992,1503,478.93999999999966,3385,0.0,0,0.0,0,0.0,0,2364.972399999998,349154,25913.07,2576
2022-12-02,Brand LA,1231740,9499.458549999985,0.0,0,0.0,0,666.5059000000012,51522,3756.5531999999935,211481,0.0,0,5076.399449999991,968737,6295.6,1558
2022-12-02,Brand LO,4148760,82589.00828999997,46338.37000000002,21052,6049.620000000012,30255,315.8545500000004,31476,5370.228599999989,291773,0.0,0,24514.93513999996,3774204,168740.18,19928
2022-12-02,Brand M,746450,16526.068550000004,10236.909999999996,8276,1531.9799999999973,11721,0.0,0,0.0,0,0.0,0,4757.178550000009,726453,44180.25,8234
2022-12-02,Brand N,1521068,31271.069280000003,21065.7,18730,616.9099999999997,5787,61.84864,12898,2674.7982,129495,31.86,13,6819.95244,1354145,55224.63,10132
2022-12-02,Brand R,488345,4641.728749999994,252.80000000000004,228,3.96,28,0.0,0,0.0,0,0.0,0,4384.968749999994,488089,23189.35,1570
2022-12-03,Brand C,2095955,18068.634829999955,12.01,6,0.0,0,512.2830599999999,27867,9992.398049999962,468373,0.0,0,7551.943719999996,1599709,19202.08,5037
2022-12-03,Brand G,297545,6510.743860000003,4001.810000000002,1597,494.13,3594,0.0,0,0.0,0,0.0,0,2014.803860000001,292354,24150.72,2496
2022-12-03,Brand LA,1223466,9803.62142,0.0,0,0.0,0,673.12899,49992,3859.4681999999984,213808,0.0,0,5271.024230000001,959666,6644.19,1484
2022-12-03,Brand LO,4108754,84794.5645699999,48230.17999999989,22590,6675.970000000003,33160,259.5997099999996,24604,5718.945000000002,308247,0.0,0,23909.869860000013,3720153,166676.25,19208
2022-12-03,Brand M,843607,16996.78176999998,9814.579999999993,8673,1486.989999999997,12412,0.0,0,0.0,0,0.0,0,5695.211769999988,822522,43053.37,7893
2022-12-03,Brand N,1530247,33652.13082000001,23249.270000000004,21809,711.099999999999,6139,62.06720999999981,13424,2854.4322,133797,23.94,10,6751.32141000001,1355068,58561.08,10313
2022-12-03,Brand R,506583,4601.306050000003,145.94000000000003,129,3.96,37,0.0,0,0.0,0,0.0,0,4451.406050000003,506417,20611.4,1477
2022-12-04,Brand C,1452865,15412.628579999955,0.0,0,0.0,0,381.6369500000002,25577,10190.62889999997,478114,0.0,0,4840.362729999984,949174,18242.1,4993
2022-12-04,Brand G,269809,6881.522769999996,4534.489999999995,1908,517.1799999999995,3812,0.0,0,0.0,0,0.0,0,1829.8527700000009,264089,25815.09,2706
2022-12-04,Brand LA,1247707,9814.000129999999,0.0,0,0.0,0,681.049050000001,50882,3875.421,214542,0.0,0,5257.530079999998,982283,6926.77,1540
2022-12-04,Brand LO,4158604,89781.61345000006,52731.14000000007,25184,7740.690000000003,38773,227.35662000000025,20841,5849.75339999999,317034,0.0,0,23232.673429999988,3756772,178534.39,20669
2022-12-04,Brand M,817958,17267.025509999992,10652.979999999998,9684,1639.199999999999,13535,0.0,0,0.0,0,0.0,0,4974.845509999997,794739,45372.1,8464
2022-12-04,Brand N,1521292,32844.84734000004,22834.41000000004,22589,902.9799999999988,7287,62.61905000000005,13989,2565.6989999999983,128022,47.82999999999999,21,6431.309290000004,1349384,60328.52,11095
2022-12-04,Brand R,506362,4665.316759999995,163.0399999999999,180,1.52,54,0.0,0,0.0,0,0.0,0,4500.756759999996,506128,26161.3,1615
2022-12-05,Brand C,993958,12976.165899999973,16.16,2,0.0,0,342.04355999999984,24632,8748.273899999982,407324,0.0,0,3869.6884399999913,562000,16032.32,4857
2022-12-05,Brand G,244115,6651.993440000005,4546.550000000003,1822,517.1800000000004,3962,0.0,0,0.0,0,0.0,0,1588.2634400000013,238331,26605.37,2816
2022-12-05,Brand LA,1274123,9245.704710000002,0.0,0,0.0,0,704.3806400000001,53901,3506.4917999999943,195538,0.0,0,5034.832270000007,1024684,8040.17,1747
2022-12-05,Brand LO,4041761,79486.35452999998,45564.22000000001,22636,7114.139999999995,36651,215.22488000000007,21032,4699.782599999989,256085,0.0,0,21892.987049999992,3705357,182081.37,21049
2022-12-05,Brand M,939700,17645.154949999967,9995.459999999975,8680,1408.3,13141,0.0,0,0.0,0,0.0,0,6241.394949999992,917879,46409.54,8703
2022-12-05,Brand N,1487995,28162.939790000026,19198.040000000023,19215,767.9799999999994,6967,62.91282999999995,13510,2181.84,106225,30.83,13,5921.336960000003,1342065,57472.73,10723
2022-12-05,Brand R,548041,4518.061169999989,197.41,177,2.64,66,0.0,0,0.0,0,0.0,0,4318.011169999989,547798,24734.45,1640
2022-12-06,Brand C,966094,12923.177129999982,0.0,0,0.0,0,356.37889000000035,18532,8731.281149999984,408125,0.0,0,3835.5170899999966,539437,16761.79,4890
2022-12-06,Brand G,210813,7085.767670000008,5259.210000000008,2221,545.0499999999996,4592,0.0,0,0.0,0,0.0,0,1281.507670000001,204000,24442.72,2557
2022-12-06,Brand LA,794283,7694.891590000007,0.0,0,0.0,0,697.3528399999997,52769,3495.225599999998,196033,0.0,0,3502.31315000001,545481,5921.45,1476
2022-12-06,Brand LO,3718000,71329.71003999996,41742.76000000001,22268,6499.999999999985,32197,213.03653000000028,21921,4396.540799999988,240335,0.0,0,18477.372709999978,3401279,170061.05,19799
2022-12-06,Brand M,818665,17677.496409999992,10373.42999999999,8793,1353.5699999999974,12958,0.0,0,0.0,0,0.0,0,5950.496410000007,796914,45657.0,8448
2022-12-06,Brand N,1202675,26969.78995000004,19451.690000000035,18454,662.4599999999992,6108,64.26627,13676,2177.917200000004,102838,44.29000000000001,19,4569.16648,1061580,54244.16,9787
2022-12-06,Brand R,515307,3781.5876500000004,179.05999999999992,161,1.32,27,0.0,0,0.0,0,0.0,0,3601.2076500000003,515119,21509.45,1426
2022-12-07,Brand C,1010830,13237.833109999998,0.0,0,0.0,0,342.40142000000014,17235,8262.639899999976,389147,0.0,0,4632.79179000002,604448,16343.58,4496
2022-12-07,Brand G,273734,8091.058249999998,5736.1900000000005,2367,603.7499999999997,5225,0.0,0,0.0,0,0.0,0,1751.118249999998,266142,24440.63,2468
2022-12-07,Brand LA,1226883,11287.678359999994,0.0,0,0.0,0,838.1082099999995,53703,3282.212399999999,184126,0.0,0,7167.3577499999965,989054,5771.3,1426
2022-12-07,Brand LO,3851441,71432.57987999989,40156.46999999995,21180,6467.370000000007,32750,203.32077000000004,21758,4339.358399999989,237279,0.0,0,20266.060709999947,3538474,161488.11,18602
2022-12-07,Brand M,770610,16842.983039999977,10085.159999999987,8826,1463.5400000000002,12772,0.0,0,0.0,0,0.0,0,5294.283039999988,749012,46290.46,8333
2022-12-07,Brand N,1226183,28430.00514999998,20743.14999999998,19274,581.7699999999991,5610,63.17007000000004,12838,2181.181800000003,101103,17.91,11,4842.823279999997,1087347,53500.78,9589
2022-12-07,Brand R,533489,4619.3593599999995,176.06999999999996,181,2.64,14,0.0,0,0.0,0,0.0,0,4440.649359999999,533294,22754.4,1492
2022-12-08,Brand C,1016598,14342.577520000013,12.23,3,0.0,0,346.61803000000015,20712,9040.513950000002,377160,0.0,0,4943.21554000001,618723,16760.14,4692
2022-12-08,Brand G,279227,8288.399479999993,5739.029999999995,2394,699.8600000000001,5727,0.0,0,0.0,0,0.0,0,1849.509479999998,271106,24057.01,2537
2022-12-08,Brand LA,1555316,12665.649880000008,0.0,0,0.0,0,838.1036300000007,49932,3528.6971999999982,171970,0.0,0,8298.84905000001,1333414,6047.35,1534
2022-12-08,Brand LO,4115172,69664.15925000003,36219.69,18634,5896.649999999985,29909,199.68031000000008,19266,4471.371599999995,245724,0.0,0,22876.76734000004,3801639,168229.94,18769
2022-12-08,Brand M,889864,17419.46352,9599.470000000018,9002,1375.3200000000002,12152,0.0,0,0.0,0,0.0,0,6444.673519999984,868710,49067.8,9153
2022-12-08,Brand N,1224873,28253.929460000036,20545.18000000004,19195,635.4399999999995,5300,63.41145999999997,11793,2175.720000000002,105696,6.44,3,4827.737999999995,1082886,58647.68,10139
2022-12-08,Brand R,530088,4712.435390000002,149.98999999999995,161,0.0,3,0.0,0,0.0,0,0.0,0,4562.445390000003,529924,22632.57,1536
2022-12-09,Brand C,892653,14209.088760000011,11.5,2,0.0,0,328.05926999999986,20893,9168.400650000016,277902,0.0,0,4701.128839999996,593856,18066.16,4585
2022-12-09,Brand G,293946,8090.058159999997,5530.269999999996,2257,731.02,5712,0.0,0,0.0,0,0.0,0,1828.7681600000008,285977,23168.01,2459
2022-12-09,Brand LA,1417361,11738.818700000014,0.0,0,0.0,0,920.2675199999992,54510,3634.707000000007,132646,0.0,0,7183.844180000007,1230205,6437.67,1474
2022-12-09,Brand LO,4117355,67830.63248000003,35010.670000000035,18150,5828.870000000001,28552,199.09776,20100,4324.517399999995,237799,0.0,0,22467.477320000005,3812754,167203.4,18800
2022-12-09,Brand M,889920,17408.390829999986,10268.81999999998,8841,1156.0400000000006,10604,0.0,0,0.0,0,0.0,0,5983.530830000004,870475,50788.58,9397
2022-12-09,Brand N,1301950,28304.547719999988,20229.119999999984,18107,561.55,4834,62.42871000000009,11880,2210.0298000000016,109212,18.5,9,5222.919210000003,1157908,58932.33,10440
2022-12-09,Brand R,535456,4599.4289599999975,124.33,154,0.0,0,0.0,0,0.0,0,0.0,0,4475.0989599999975,535302,22524.6,1554
2022-12-10,Brand C,989411,13173.92634999997,11.74,2,0.0,0,310.2200499999996,19546,8494.40879999998,393349,0.0,0,4357.557499999993,576514,15777.14,4382
2022-12-10,Brand G,290873,8550.824719999993,5996.809999999991,2484,781.4100000000001,6158,0.0,0,0.0,0,0.0,0,1772.6047200000014,282231,22674.32,2311
2022-12-10,Brand LA,1579808,21258.10071999997,0.0,0,0.0,0,940.9256400000004,57753,13515.461999999963,389720,0.0,0,6801.713080000005,1132335,5097.49,1463
2022-12-10,Brand LO,3755558,67427.89504999999,36242.210000000014,18970,6630.49999999999,31403,193.54993,16929,4922.186399999988,270040,0.0,0,19439.44872,3418216,156426.22,17754
2022-12-10,Brand M,889652,17325.48567999999,10160.029999999982,8707,1195.88,10162,0.0,0,0.0,0,0.0,0,5969.575680000008,870783,45328.54,8479
2022-12-10,Brand N,1248692,29432.293639999963,21650.459999999952,19209,522.66,4935,61.30087999999996,11091,2325.324,110940,29.88,14,4842.668760000011,1102503,54565.6,9745
2022-12-10,Brand R,501282,4310.669749999999,129.97000000000003,163,0.0,0,0.0,0,0.0,0,0.0,0,4180.699749999999,501119,19261.8,1390
2022-12-11,Brand C,1004164,12337.24661000001,9.1,2,0.0,0,335.0727499999998,22020,7555.628250000002,350182,0.0,0,4437.445610000007,631960,17333.63,4663
2022-12-11,Brand G,274221,8878.753470000003,6499.840000000003,2718,791.9899999999989,6003,0.0,0,0.0,0,0.0,0,1586.923470000001,265500,23671.34,2487
2022-12-11,Brand LA,1651197,22305.233729999967,0.0,0,0.0,0,743.6233499999988,43502,14973.322799999964,471223,0.0,0,6588.287580000004,1136472,7562.39,1556
2022-12-11,Brand LO,3678523,71232.83141999997,41078.49999999999,20954,6997.850000000006,36721,196.4650599999996,16673,4850.567999999983,265748,0.0,0,18109.448359999988,3338427,165117.3,19298
2022-12-11,Brand M,920215,17144.689440000016,10219.110000000011,9034,1297.0399999999995,11587,0.0,0,0.0,0,0.0,0,5628.539440000006,899594,47199.43,8837
2022-12-11,Brand N,1259033,31817.924780000012,24437.230000000007,21771,644.9999999999991,6203,63.36261000000001,11696,2106.527400000001,101804,33.669999999999995,18,4532.134770000005,1117541,57893.66,10113
2022-12-11,Brand R,518104,4284.931729999993,133.78000000000006,173,0.0,0,0.0,0,0.0,0,0.0,0,4151.151729999993,517931,22701.8,1518
2022-12-12,Brand C,1036921,11671.28222999999,0.0,0,0.0,0,327.95931999999993,22746,6824.853599999992,319038,0.0,0,4518.469309999998,695137,20395.61,5218
2022-12-12,Brand G,305475,8245.120029999998,5856.359999999999,2351,709.8899999999999,5069,0.0,0,0.0,0,0.0,0,1678.8700299999994,298055,23267.6,2497
2022-12-12,Brand LA,1803475,21924.08650999994,0.0,0,0.0,0,857.2360799999999,54593,14723.458199999955,455092,0.0,0,6343.392229999983,1293790,10535.87,1898
2022-12-12,Brand LO,3771661,65552.82086999991,36020.809999999896,19542,6091.979999999997,31717,175.71038000000004,15960,5277.500399999982,233237,0.0,0,17986.82009000003,3471205,168978.77,19706
2022-12-12,Brand M,984080,16860.512879999995,10036.819999999996,8674,1195.5400000000002,11506,0.0,0,0.0,0,0.0,0,5628.152879999999,963900,49829.7,9456
2022-12-12,Brand N,1276953,26147.937039999953,18857.639999999952,17679,670.2299999999994,5739,62.03305999999992,11440,2049.924000000002,100289,20.55,11,4487.55998,1141795,57403.45,10223
2022-12-12,Brand R,580950,4701.225100000003,282.67999999999995,214,0.0,0,0.0,0,0.0,0,0.0,0,4418.545100000003,580736,22221.0,1533
2022-12-13,Brand C,1123400,31343.81399000004,0.0,0,0.0,0,297.85179000000034,22784,26536.86015000003,484991,0.0,0,4509.102050000007,615625,26964.17,5675
2022-12-13,Brand G,314027,8426.977229999997,6032.9099999999935,2387,695.3499999999999,5191,0.0,0,0.0,0,0.0,0,1698.7172300000025,306449,22196.85,2273
2022-12-13,Brand LA,1794951,23721.907509999935,0.0,0,0.0,0,810.0158100000004,56056,16953.791399999944,509504,0.0,0,5958.10029999999,1229391,7663.74,1806
2022-12-13,Brand LO,3759479,64481.37059000003,34224.890000000065,19391,5764.36,29811,140.4525300000002,13502,7138.153199999983,227603,0.0,0,17213.51485999998,3469172,157490.66,18136
2022-12-13,Brand M,924318,17144.758590000012,10683.6,8935,1159.9700000000007,11194,0.0,0,0.0,0,0.0,0,5301.188590000012,904189,49121.74,9049
2022-12-13,Brand N,1375267,25433.43151000001,17393.55000000002,16542,589.2900000000005,4579,59.037180000000085,11421,2114.353800000001,101420,28.46,15,5248.740529999988,1241290,56741.57,9936
2022-12-13,Brand R,551270,4835.428720000002,161.20999999999998,146,0.0,0,0.0,0,0.0,0,0.0,0,4674.218720000002,551124,20888.5,1454
2022-12-14,Brand C,1214031,40432.32150999993,0.0,0,0.0,0,395.14395,26188,34894.13324999993,602132,0.0,0,5143.044309999998,585711,16189.04,4302
2022-12-14,Brand G,277589,8940.81068999999,6146.9899999999925,2519,765.7899999999992,6117,0.0,0,0.0,0,0.0,0,2028.030689999997,268953,20849.84,2071
2022-12-14,Brand LA,1729650,24223.379289999983,0.0,0,0.0,0,916.1597500000012,66888,17490.703799999974,520140,0.0,0,5816.515740000005,1142622,6398.34,1710
2022-12-14,Brand LO,3461130,64442.67938000002,34894.44000000003,19419,5075.330000000003,27475,137.51820999999995,13132,6644.680199999988,224952,0.0,0,17690.71097,3176152,153047.0,17543
2022-12-14,Brand M,940133,18592.641260000004,10227.230000000009,8786,1270.0000000000005,11705,0.0,0,0.0,0,0.0,0,7095.411259999994,919642,44834.98,8062
2022-12-14,Brand N,1551020,27234.512889999954,16949.689999999966,15857,532.6799999999997,4422,62.86214000000008,12613,2342.576999999997,112725,36.44,18,7310.263749999989,1405385,51461.6,8990
2022-12-14,Brand R,512738,5297.600569999991,82.63000000000001,77,0.0,0,0.0,0,0.0,0,0.0,0,5214.970569999991,512661,22854.4,1458
2022-12-15,Brand C,1375994,41903.74596999992,13.22,2,0.0,0,608.8144799999985,35522,35120.17544999993,607497,0.0,0,6161.536039999989,732973,19067.66,4353
2022-12-15,Brand G,278755,8855.23949,6107.06,2473,779.9999999999989,5402,0.0,0,0.0,0,0.0,0,1968.179490000001,270880,19817.11,1908
2022-12-15,Brand LA,1650080,23906.212029999944,0.0,0,0.0,0,863.9358099999994,55063,17673.64379999995,518823,0.0,0,5368.632419999994,1076194,6279.96,1665
2022-12-15,Brand LO,3394172,60106.18996999998,31842.580000000005,18195,4879.08000000001,28113,133.88954999999987,12853,6219.443399999995,215291,0.0,0,17031.197019999967,3119720,149431.55,16917
2022-12-15,Brand M,996904,20192.879740000015,10995.39000000001,8772,1248.8800000000003,11466,0.0,0,0.0,0,0.0,0,7948.609740000004,976666,44003.62,8179
2022-12-15,Brand N,1531947,26912.82014999997,16810.75999999998,15682,622.9499999999995,4473,62.12450000000005,16611,2108.7731999999983,102331,37.49,21,7270.722449999993,1392829,51926.87,9313
2022-12-15,Brand R,513201,5425.5330300000005,302.5899999999999,203,0.0,0,0.0,0,0.0,0,0.0,0,5122.94303,512998,19482.3,1301
2022-12-16,Brand C,1766661,46323.22465999999,14.93,5,0.0,0,1842.0857000000003,92678,33939.596399999966,598093,0.0,0,10526.61256000002,1075885,19236.27,4495
