dates,brand,total_users_reached,total_cost,sponsored_products_s,sponsored_products_u,sponsored_brands_s,sponsored_brands_u,video_s,video_u,OTT_s,OTT_u,sponsored_display_s,sponsored_display_u,display_s,display_u,sales,converted_users
2023-02-20,Brand R,650475,14459.405721049989,79.24999999999999,29,22.81000000000001,46,0.0,0,10065.86354999999,303291,0.0,0,4291.482171050001,347109,8656.0,919
2023-02-21,Brand C,851121,8770.872195050011,0.0,0,0.0,0,1199.7562591099995,65228,0.0,0,0.0,0,7571.115935940013,785893,17012.19,5652
2023-02-21,Brand G,505343,12769.772830289992,7725.2999999999965,3375,1501.4599999999994,5995,0.0,0,0.0,0,0.0,0,3543.012830289997,495973,30869.53,3242
2023-02-21,Brand LA,945872,9917.420416480001,0.0,0,40.400000000000006,17,1143.4157608000014,89306,4348.633800000003,240647,0.0,0,4384.970855679997,615902,10103.47,2007
2023-02-21,Brand LO,3098668,63237.42441206002,30012.189999999948,20109,7417.989999999989,30786,602.2756141799999,50953,0.0,0,0.0,0,25204.96879788008,2996820,207055.16,21393
2023-02-21,Brand M,1732009,32423.56804488995,15729.570000000002,15019,2711.529999999997,12480,0.0,0,0.0,0,0.0,0,13982.468044889953,1704510,59170.25,15166
2023-02-21,Brand N,910842,19265.136014169984,11455.55999999999,11877,2622.9199999999987,7099,1.7158992099999997,100,0.0,0,8.870000000000001,5,5176.070114959995,891761,39610.6,9355
2023-02-21,Brand R,647798,14757.536455109986,190.22,30,17.04,51,0.0,0,10477.791749999986,312277,0.0,0,4072.484705110001,335440,8835.4,891
2023-02-22,Brand C,756811,7718.749194740005,0.0,0,0.0,0,1192.7571581799991,60898,0.0,0,0.0,0,6525.9920365600055,695913,19305.05,5535
2023-02-22,Brand G,477885,12743.021719889999,7580.82,3492,1674.410000000002,6595,0.0,0,0.0,0,0.0,0,3487.7917198899986,467798,32079.64,3326
2023-02-22,Brand LA,910944,9626.324968110002,0.0,0,42.51,19,1130.1146385699994,90711,4133.104799999997,230361,0.0,0,4320.595529540005,589853,8816.4,1926
2023-02-22,Brand LO,3040610,64425.80758991006,30894.03,21185,7518.799999999992,32590,730.8401128200009,56441,0.0,0,0.0,0,25282.137477090066,2930394,219791.7,23534
2023-02-22,Brand M,1642070,32362.280651729976,16466.009999999977,16220,2814.660000000002,13184,0.0,0,0.0,0,0.0,0,13081.610651729996,1612666,61835.23,15643
2023-02-22,Brand N,911395,19996.156487819964,11939.349999999971,12131,2537.230000000006,7785,1.4325786200000004,84,0.0,0,7.93,3,5510.213909199987,891392,40961.81,9241
2023-02-22,Brand R,641365,14231.273662879992,148.91,24,13.409999999999998,42,0.0,0,9587.206499999991,287509,0.0,0,4481.747162880002,353790,8771.8,914
2023-02-23,Brand C,764753,7400.789395440008,0.0,0,0.0,0,1164.2815440600014,69652,0.0,0,0.0,0,6236.507851380006,695101,18389.54,5298
2023-02-23,Brand G,497474,13289.740508150013,8062.390000000009,3543,1609.0500000000025,6562,0.0,0,0.0,0,0.0,0,3618.3005081500014,487369,31937.36,3341
2023-02-23,Brand LA,929760,10463.42571241001,0.0,0,53.34000000000002,21,1204.818095529998,84873,4581.772200000002,251933,0.0,0,4623.4954168800095,592933,8204.66,1957
2023-02-23,Brand LO,2826963,62072.377147430045,29931.9,20577,7641.689999999982,31339,835.3185745399982,50942,0.0,0,0.0,0,23663.468572890062,2724105,216746.29,22963
2023-02-23,Brand M,1535580,29072.10437334998,15236.73999999999,15430,2694.860000000001,12023,0.0,0,0.0,0,0.0,0,11140.504373349988,1508127,61456.26,15865
2023-02-23,Brand N,1066989,20859.592124600025,11891.480000000012,11973,2868.6200000000085,7748,1.7646428800000002,101,0.0,0,7.069999999999999,4,6090.657481720004,1047163,42459.59,9986
2023-02-23,Brand R,646880,15295.634467559992,190.13,24,2.9800000000000004,30,0.0,0,10832.874149999983,312981,0.0,0,4269.650317560007,333845,8827.6,889
2023-02-24,Brand C,748791,7338.909335060011,0.0,0,0.0,0,1238.9323982399983,74560,0.0,0,0.0,0,6099.976936820012,674231,17402.17,5242
2023-02-24,Brand G,474164,13162.235155909995,7902.029999999995,3464,1759.6200000000008,6446,0.0,0,0.0,0,0.0,0,3500.58515591,464254,29034.07,3028
2023-02-24,Brand LA,835597,9487.419276880004,0.0,0,27.669999999999995,12,1133.7822850599994,69237,3988.5462000000025,222078,0.0,0,4337.420791820003,544270,9125.41,1907
2023-02-24,Brand LO,2663349,60502.80873889,29948.409999999985,20312,7133.210000000011,26929,839.7432729800005,48185,0.0,0,0.0,0,22581.44546591001,2567923,209586.53,22554
2023-02-24,Brand M,1532461,28778.04772093997,14971.179999999984,14439,2766.0399999999977,12341,0.0,0,0.0,0,0.0,0,11040.827720939986,1505681,56114.41,14819
2023-02-24,Brand N,1057459,19916.00856870997,11750.759999999982,11608,2604.239999999999,6564,55.821902609999846,3803,0.0,0,0.0,0,5505.186666099992,1035484,39147.09,9007
2023-02-24,Brand R,623926,14875.992524979994,275.45000000000005,32,22.64,39,0.0,0,10323.045449999996,299457,0.0,0,4254.857074979998,324398,7854.0,878
2023-02-25,Brand C,723048,7267.332580250002,0.0,0,0.0,0,1224.9998583400024,70843,0.0,0,0.0,0,6042.332721909999,652205,19865.32,5124
2023-02-25,Brand G,479693,14035.270558690007,8665.430000000008,3705,1776.6500000000017,8129,0.0,0,0.0,0,0.0,0,3593.190558689997,467859,31380.4,3337
2023-02-25,Brand LA,862389,9851.400724690002,0.0,0,29.300000000000004,14,1162.0567229799994,83843,4232.215200000001,235763,0.0,0,4427.828801710001,542769,9168.64,1815
2023-02-25,Brand LO,2582906,60401.47387429999,31639.489999999987,20938,7214.930000000005,29421,801.757526350001,48287,0.0,0,0.0,0,20745.29634795,2484260,206910.87,22127
2023-02-25,Brand M,1483547,30908.89797193,16611.949999999986,15871,3201.150000000001,15172,0.0,0,0.0,0,0.0,0,11095.797971930013,1452504,56736.07,14749
2023-02-25,Brand N,979589,20076.057519099995,12193.210000000005,12274,2700.9500000000007,7393,78.11912879999993,4711,0.0,0,8.57,4,5095.208390299988,955207,36581.97,8305
2023-02-25,Brand R,639747,15429.195594269973,235.95000000000007,24,12.959999999999996,42,0.0,0,10905.641999999973,318708,0.0,0,4274.643594270001,320973,6734.85,816
2023-02-26,Brand C,709144,6904.307572929999,0.0,0,0.0,0,1112.2295380300022,60027,0.0,0,0.0,0,5792.078034899997,649117,16929.33,5336
2023-02-26,Brand G,461920,14446.523032629995,8822.209999999988,3837,2054.350000000005,8838,0.0,0,0.0,0,0.0,0,3569.963032630002,449245,32845.58,3435
2023-02-26,Brand LA,835590,9654.082642550002,0.0,0,38.05,17,1169.3071907499989,81090,4084.459200000004,228480,0.0,0,4362.266251799999,526003,8901.65,1918
2023-02-26,Brand LO,2568248,61946.22235473009,32729.72000000004,21395,7797.3500000000095,34936,848.4801662599995,50828,0.0,0,0.0,0,20570.67218847004,2461089,215862.07,22766
2023-02-26,Brand M,1517820,30555.522332459983,16409.700000000004,16475,3043.55,13645,0.0,0,0.0,0,0.0,0,11102.27233245998,1487700,60322.36,15385
2023-02-26,Brand N,996209,20043.655063069993,11916.810000000003,11839,2947.439999999998,9033,66.85826689999993,3612,0.0,0,4.26,2,5108.286796169993,971723,36314.69,8188
2023-02-26,Brand R,629322,14748.325156499997,237.19,28,32.42,55,0.0,0,10202.39775,306633,0.0,0,4276.317406499997,322606,9085.6,917
2023-02-27,Brand C,730112,6899.7114907,0.0,0,0.0,0,1161.7380264899991,71334,0.0,0,0.0,0,5737.97346421,658778,17813.74,5420
2023-02-27,Brand G,483878,12903.287089000001,7655.34,3355,1735.1400000000012,9004,0.0,0,0.0,0,0.0,0,3512.807089,471519,32298.44,3379
2023-02-27,Brand LA,824206,9201.879261279993,0.0,0,24.37,12,1234.0385774800002,78024,3518.3009999999977,197490,0.0,0,4425.169683799995,548680,8088.65,1950
2023-02-27,Brand LO,2632704,55661.720437310054,27677.760000000017,18612,6931.95,31079,803.2617970800004,49279,0.0,0,0.0,0,20248.74864023004,2533734,209570.79,22406
2023-02-27,Brand M,1537534,27117.849769629982,13354.089999999997,13488,2640.080000000003,13111,0.0,0,0.0,0,0.0,0,11123.679769629984,1510935,57366.58,15094
2023-02-27,Brand N,1018222,18477.012673319994,10658.69,10757,2754.98,8262,78.05292706999968,4146,0.0,0,13.58,6,4971.709746249991,995051,37340.44,7952
2023-02-27,Brand R,612349,13975.125605939984,295.71,30,11.67,29,0.0,0,9375.358049999988,280129,0.0,0,4292.387555939996,332161,9275.8,896
2023-02-28,Brand C,667139,6687.269089850006,0.0,0,0.0,0,1470.9483874500004,86801,0.0,0,0.0,0,5216.320702400006,580338,17213.41,5128
2023-02-28,Brand G,506894,13838.679101869993,8488.87999999999,3901,1771.420000000002,7048,0.0,0,0.0,0,0.0,0,3578.379101870001,495945,33137.35,3416
2023-02-28,Brand LA,796946,8834.4431729,0.0,0,31.25,13,1272.247961930002,82253,3603.380399999996,202989,0.0,0,3927.5648109700032,511691,7252.5,1877
2023-02-28,Brand LO,2715161,55864.31098094003,28084.589999999986,19296,6840.539999999993,30069,759.680846929999,47013,0.0,0,0.0,0,20179.50013401005,2618783,203022.57,21511
2023-02-28,Brand M,1614434,27283.366712039966,13480.86999999998,13821,2631.530000000004,14929,0.0,0,0.0,0,0.0,0,11170.96671203998,1585684,57345.59,14852
2023-02-28,Brand N,1011366,19114.709475160016,11727.9,11932,2614.830000000005,7432,109.13847103999984,5930,0.0,0,8.579999999999998,4,4654.261004120013,986068,38713.45,8084
2023-02-28,Brand R,604697,14516.231813049995,251.1899999999999,26,3.74,43,0.0,0,9898.493249999992,291035,0.0,0,4362.808563050003,313593,8554.4,851
2023-03-01,Brand C,628389,5807.717107570008,0.0,0,0.0,0,839.3499510099999,55665,0.0,0,0.0,0,4968.367156560008,572724,16940.83,5240
2023-03-01,Brand G,622979,14536.084258979998,8165.219999999995,3849,1818.6600000000035,7668,0.0,0,0.0,0,0.0,0,4552.204258979999,611462,35229.27,3776
2023-03-01,Brand LA,766577,7872.621982230004,0.0,0,10.8,5,508.6776291700002,38765,3453.9803999999995,194818,0.0,0,3899.163953060004,532989,5943.77,1682
2023-03-01,Brand LO,2821223,59421.54678289002,30796.77999999998,21453,6996.740000000004,31547,806.4947197599986,48851,0.0,0,0.0,0,20821.53206313004,2719372,225308.25,23480
2023-03-01,Brand M,1646541,28158.910908359983,14456.00999999999,14255,2574.170000000005,14101,0.0,0,0.0,0,0.0,0,11128.73090835999,1618185,61156.62,15834
2023-03-01,Brand N,1031752,20313.01621919,12501.979999999996,12623,2942.0200000000023,8298,68.85381496999972,3832,0.0,0,17.56,9,4782.602404220002,1006990,40858.84,8259
2023-03-01,Brand R,556620,13291.217936129982,261.8299999999999,28,5.33,22,0.0,0,9750.212849999978,293811,0.0,0,3273.8450861300043,262759,8508.2,896
2023-03-02,Brand C,861400,8915.479669350007,0.0,0,0.0,0,1390.8194373299991,77050,0.0,0,0.0,0,7524.660232020007,784350,19080.55,5924
2023-03-02,Brand G,570298,12807.829070739997,7102.829999999995,3545,1614.9700000000005,7118,0.0,0,0.0,0,0.0,0,4090.029070740002,559635,33813.81,3599
2023-03-02,Brand LA,1166512,11434.581322499991,0.0,0,31.74,14,584.7115519899999,44618,3419.115600000001,194509,0.0,0,7399.01417050999,927371,6297.96,1652
2023-03-02,Brand LO,2898710,62533.812584599975,32401.04999999993,22812,7697.750000000001,35396,757.4355783600007,43785,0.0,0,0.0,0,21677.57700624004,2796717,229879.79,23417
2023-03-02,Brand M,1640493,28472.69565285999,14674.64000000001,14471,2631.9900000000016,14844,0.0,0,0.0,0,0.0,0,11166.06565285998,1611178,61369.34,15606
2023-03-02,Brand N,980910,20868.319938129986,13130.219999999992,13646,3033.960000000004,9038,81.19187400000004,4499,0.0,0,10.11,5,4612.838064129991,953722,45103.72,8461
2023-03-02,Brand R,576085,13217.93182281,115.28,16,2.03,31,0.0,0,9745.160700000004,311233,0.0,0,3355.4611228099966,264805,8914.0,837
2023-03-03,Brand C,702715,8441.18123872,0.0,0,0.0,0,1365.978723900001,66689,0.0,0,0.0,0,7075.202514819999,636026,15815.51,5280
2023-03-03,Brand G,545258,12810.388942590012,6891.530000000011,3525,1764.8500000000022,6042,0.0,0,0.0,0,0.0,0,4154.0089425900005,535691,35789.81,3669
2023-03-03,Brand LA,1360383,11739.353103230016,0.0,0,29.590000000000007,12,415.7004122899997,30251,3386.719199999999,193672,0.0,0,7907.343490940017,1136448,6188.51,1631
2023-03-03,Brand LO,2703052,62774.38138773007,33077.12000000006,21824,7928.250000000013,35481,786.4919131300003,42251,0.0,0,0.0,0,20982.5194746,2603496,223191.62,22752
2023-03-03,Brand M,1525372,27164.382330559954,13984.809999999983,14187,2528.429999999999,13980,0.0,0,0.0,0,0.0,0,10651.142330559973,1497205,57385.97,15009
2023-03-03,Brand N,933270,18800.430110290017,11335.680000000017,12316,2932.319999999999,9265,86.57331543000014,5207,0.0,0,9.01,5,4436.846794860002,906477,43714.36,8172
2023-03-03,Brand R,561500,13019.60110116001,117.14,17,4.59,20,0.0,0,9565.455600000008,312875,0.0,0,3332.415501160001,248588,8066.4,913
2023-03-04,Brand C,559743,6785.164637369997,0.0,0,0.0,0,1049.10205801,49769,0.0,0,0.0,0,5736.062579359997,509974,14331.28,4943
2023-03-04,Brand G,550835,13706.970502110014,7610.510000000007,3730,1787.820000000003,7126,0.0,0,0.0,0,0.0,0,4308.6405021100045,539979,33702.28,3573
2023-03-04,Brand LA,1226008,11154.690071949995,0.0,0,21.44,9,419.0345498500008,28459,3564.5921999999973,202766,0.0,0,7149.6233220999975,994774,5693.04,1437
2023-03-04,Brand LO,2699595,64900.78315899006,34468.929999999986,22542,8745.900000000007,38079,672.404084950001,33691,0.0,0,0.0,0,21013.549074040064,2605283,210245.88,21536
2023-03-04,Brand M,1515507,28700.958096450006,15588.570000000009,15081,2742.090000000004,15534,0.0,0,0.0,0,0.0,0,10370.298096449991,1484892,56011.33,14449
2023-03-04,Brand N,900200,19611.931776859994,12303.73,12395,3037.770000000001,8630,89.75252994000003,5170,0.0,0,2.18,2,4178.499246919994,874003,40154.2,7362
2023-03-04,Brand R,563065,13538.173329969995,116.4,16,5.29,24,0.0,0,10036.83749999999,325037,0.0,0,3379.6458299700043,237988,7940.6,820
2023-03-05,Brand C,604124,7388.137590849996,0.0,0,0.0,0,1121.0078882999976,57198,0.0,0,0.0,0,6267.129702549998,546926,14054.27,5042
2023-03-05,Brand G,551390,14635.539000609993,8380.909999999989,3941,1949.7200000000007,7039,0.0,0,0.0,0,0.0,0,4304.909000610004,540410,37365.88,3982
2023-03-05,Brand LA,1233018,11699.77168664,0.0,0,21.69,10,422.5262687199998,25936,3483.6449999999977,199424,0.0,0,7771.910417920003,1007648,6909.34,1625
2023-03-05,Brand LO,3195581,71940.9326358,35548.44999999995,23424,9014.149999999996,42134,637.9562985799998,30400,0.0,0,0.0,0,26740.37633722005,3099623,231627.92,22966
2023-03-05,Brand M,1528055,28476.445451840023,15297.740000000009,15610,2732.530000000005,14966,0.0,0,0.0,0,0.0,0,10446.17545184001,1497479,58088.45,14790
2023-03-05,Brand N,902973,19335.002949050027,11940.690000000011,12342,3141.54000000001,9816,68.7170944099999,3841,0.0,0,8.01,4,4176.045854640005,876970,41358.64,7620
2023-03-05,Brand R,539668,12236.106851109966,103.13,16,3.12,43,0.0,0,8668.816649999968,290291,0.0,0,3461.040201109998,249318,7130.4,849
2023-03-06,Brand C,770034,9319.988951500007,0.0,0,0.0,0,1272.892486650001,79060,0.0,0,0.0,0,8047.096464850006,690974,17616.49,6081
2023-03-06,Brand G,556966,12927.524269429994,6881.659999999992,3409,1694.1000000000029,6737,0.0,0,0.0,0,0.0,0,4351.764269429999,546820,36714.75,3844
2023-03-06,Brand LA,1211453,12389.277781040004,0.0,0,39.2,16,402.19440311000017,27485,3133.786199999997,178174,0.0,0,8814.097177930007,1005778,7336.19,1819
2023-03-06,Brand LO,3549476,70650.85526140001,31389.869999999988,21138,8363.279999999997,40342,735.0252446500002,35704,0.0,0,0.0,0,30162.68001675002,3452292,269965.14,25185
2023-03-06,Brand M,1532332,27140.738650040003,14095.859999999991,15126,2640.420000000002,12946,0.0,0,0.0,0,0.0,0,10404.45865004001,1504260,60885.55,15104
2023-03-06,Brand N,928483,18687.173358559976,11384.85999999998,12281,2948.639999999996,9087,100.91060896999988,5638,0.0,0,11.45,5,4241.312749590001,901472,43069.22,7676
2023-03-06,Brand R,512815,11141.161367659997,99.62,20,2.58,26,0.0,0,7645.8742499999935,258589,0.0,0,3393.0871176600026,254180,7678.0,894
2023-03-07,Brand C,782491,9293.209088540012,0.0,0,0.0,0,1376.9766338299996,72818,0.0,0,0.0,0,7916.2324547100125,709673,20560.95,5848
2023-03-07,Brand G,501359,13556.498821500005,7616.629999999998,3410,1791.1800000000037,7059,0.0,0,0.0,0,0.0,0,4148.688821500002,490890,33927.53,3630
2023-03-07,Brand LA,1105939,11330.65695247,0.0,0,18.54,8,418.6875550800001,27484,3216.104399999999,183196,0.0,0,7677.324997390001,895251,8505.19,1810
2023-03-07,Brand LO,3574440,71273.77017707002,31889.69999999996,21609,7891.730000000004,37326,677.0737921100015,33982,0.0,0,0.0,0,30815.26638496005,3481523,239138.6,23253
2023-03-07,Brand M,1475568,29762.709345840016,16615.130000000023,16457,2830.440000000004,15968,0.0,0,0.0,0,0.0,0,10317.139345839989,1443143,63054.47,14669
2023-03-07,Brand N,908570,18845.72754916,11829.330000000004,12131,2756.099999999996,8787,78.84178216000001,4532,0.0,0,9.87,4,4171.585767,883116,41483.95,7398
2023-03-07,Brand R,518301,11133.304941499993,50.94,11,0.67,35,0.0,0,7799.855549999998,264698,0.0,0,3281.839391499995,253557,7461.4,813
2023-03-08,Brand C,788496,9618.051416650005,0.0,0,0.0,0,1380.22551168,69506,0.0,0,0.0,0,8237.825904970005,718990,16927.55,5253
2023-03-08,Brand G,485645,13737.285847079991,7733.719999999989,3507,1639.7800000000025,6863,0.0,0,0.0,0,0.0,0,4363.78584708,475275,33505.15,3530
2023-03-08,Brand LA,1093567,12036.872917579982,0.0,0,4.609999999999999,2,432.2218071799997,26474,3313.411800000001,187866,0.0,0,8286.629310399981,879225,5634.14,1623
2023-03-08,Brand LO,3388649,72902.72513375,32397.029999999973,22258,8148.320000000008,37632,858.6518179799995,42205,0.0,0,0.0,0,31498.723315770018,3286554,251861.07,23977
2023-03-08,Brand M,1350271,29743.45830676999,16515.080000000005,15711,2873.2500000000045,15020,0.0,0,0.0,0,0.0,0,10355.12830676998,1319540,59789.24,14142
2023-03-08,Brand N,875362,19402.647931869997,12346.059999999996,12871,2697.059999999998,9050,77.01113334999994,4280,0.0,0,5.109999999999999,2,4277.406798520002,849159,42321.93,7326
2023-03-08,Brand R,530636,11339.985507649979,4.4,7,4.5,22,0.0,0,7985.315549999983,264314,0.0,0,3345.7699576499967,266293,5400.0,760
2023-03-09,Brand C,808944,10202.445928270006,0.0,0,0.0,0,1323.59486037,64933,0.0,0,0.0,0,8878.851067900006,744011,15791.28,5074
2023-03-09,Brand G,477375,13372.47511188,7280.669999999998,3362,1725.2400000000025,7321,0.0,0,0.0,0,0.0,0,4366.565111879999,466692,34020.5,3577
2023-03-09,Brand LA,1090655,11925.628021859988,0.0,0,33.099999999999994,13,417.00372087,23872,3408.532199999996,194218,0.0,0,8066.992100989992,872552,6275.86,1652
2023-03-09,Brand LO,3362571,73250.17349548996,33225.69999999996,22898,8033.4099999999935,36952,754.3307619299993,37279,0.0,0,0.0,0,31236.732733560013,3265442,257269.03,24848
2023-03-09,Brand M,1328951,28843.247102539972,15800.979999999983,15252,2759.0500000000056,15865,0.0,0,0.0,0,0.0,0,10283.217102539982,1297834,58686.97,13785
2023-03-09,Brand N,886055,19600.92242370001,12179.860000000015,12582,2848.840000000001,8976,80.27793357999995,4509,0.0,0,6.5,3,4485.444490119993,859985,40609.68,7111
2023-03-09,Brand R,532292,11382.18226699999,30.05,16,1.71,21,0.0,0,8073.426599999992,269675,0.0,0,3276.995666999997,262580,6707.0,735
2023-03-10,Brand C,742454,9333.77130774001,0.0,0,0.0,0,1565.2631868,82777,0.0,0,0.0,0,7768.50812094001,659677,15468.97,5106
2023-03-10,Brand G,472763,12754.338905240018,6877.390000000004,3341,1561.170000000002,6941,0.0,0,0.0,0,0.0,0,4315.778905240012,462481,32625.14,3373
2023-03-10,Brand LA,1079278,11711.255348470002,0.0,0,24.78,12,423.39380455,23290,3381.835200000004,193378,0.0,0,7881.246343919997,862598,7238.51,1637
2023-03-10,Brand LO,2970133,68069.35100896002,32377.460000000014,21378,8314.479999999989,36228,776.1687996800006,38447,0.0,0,0.0,0,26601.24220928002,2874080,214150.91,22081
2023-03-10,Brand M,1296179,29063.17385059002,16551.760000000028,15243,2732.5599999999954,15419,0.0,0,0.0,0,0.0,0,9778.85385059,1265517,58445.9,13715
2023-03-10,Brand N,863888,19844.402818100018,12140.690000000022,12017,2807.2500000000023,9448,96.09153459999978,5433,0.0,0,6.640000000000001,4,4793.731283499993,836986,38335.08,6917
2023-03-10,Brand R,515837,11278.420197349993,22.99,20,8.0,26,0.0,0,8000.245049999989,270743,0.0,0,3247.185147350005,245048,6015.0,744
2023-03-11,Brand C,756573,9947.997285240024,0.0,0,0.0,0,1591.1863034800028,88686,0.0,0,0.0,0,8356.810981760022,667887,14066.61,5157
2023-03-11,Brand G,477923,13489.590523970013,7158.070000000003,3739,1942.360000000004,8268,0.0,0,0.0,0,0.0,0,4389.160523970006,465916,33997.52,3531
2023-03-11,Brand LA,1036808,12052.929640379994,0.0,0,22.86,10,419.6979159499997,22690,3538.3788000000054,202645,0.0,0,8071.992924429989,811463,6314.91,1615
2023-03-11,Brand LO,2506899,66800.70366269001,34820.63000000005,22584,9026.329999999996,41442,622.1087471699987,29534,0.0,0,0.0,0,22331.63491551997,2413339,212407.94,21519
2023-03-11,Brand M,1382892,30741.47903964999,17271.180000000008,16027,2881.160000000008,16094,0.0,0,0.0,0,0.0,0,10589.139039649974,1350771,57988.29,13114
2023-03-11,Brand N,818856,20990.40335561002,13311.360000000015,13446,2942.839999999997,11453,101.83643688000004,5644,0.0,0,0.0,0,4634.366918730008,788313,38274.87,6760
2023-03-11,Brand R,512832,11749.025688159998,26.59,18,4.52,35,0.0,0,8285.936850000004,279707,0.0,0,3431.9788381599947,233072,5920.0,727
2023-03-12,Brand C,755828,9483.967191550004,0.0,0,0.0,0,1439.3974200100013,76657,0.0,0,0.0,0,8044.569771540003,679171,16525.47,5475
2023-03-12,Brand G,482847,14604.10522595999,7921.059999999988,3944,2189.110000000001,8772,0.0,0,0.0,0,0.0,0,4493.93522596,470131,35975.0,3702
2023-03-12,Brand LA,1012011,11828.174279689996,0.0,0,28.95,13,433.7300011600001,23043,3461.4564000000028,198948,0.0,0,7904.037878529994,790007,6562.33,1744
2023-03-12,Brand LO,2532234,68500.66949151002,35977.21000000007,24042,9064.25,42668,872.4134116400005,41611,0.0,0,0.0,0,22586.79607986996,2423913,220818.75,22522
2023-03-12,Brand M,1364599,29670.77696566994,16413.779999999973,15866,3013.1200000000026,16596,0.0,0,0.0,0,0.0,0,10243.876965669964,1332137,59106.96,13637
2023-03-12,Brand N,803025,20186.376325460005,12340.17000000002,12646,3114.1099999999897,13311,86.03633393999989,4734,0.0,0,12.329999999999998,5,4633.729991519994,772329,37681.45,6962
2023-03-12,Brand R,514716,11416.519695149984,29.4,13,4.8,34,0.0,0,7990.947449999982,274288,0.0,0,3391.3722451500007,240381,6926.0,761
2023-03-13,Brand C,811155,9475.825154639988,0.0,0,0.0,0,1163.9839482099992,59208,0.0,0,0.0,0,8311.841206429988,751947,17670.71,5465
2023-03-13,Brand G,476222,13090.169600619995,7021.75999999999,3456,1689.990000000001,6891,0.0,0,0.0,0,0.0,0,4378.419600620004,465875,34711.94,4246
2023-03-13,Brand LA,1014981,10839.98202080001,0.0,0,28.93,12,411.33129745999975,25635,2892.754200000004,166739,0.0,0,7506.966523340005,822595,7105.93,1883
2023-03-13,Brand LO,2610161,64183.00798534998,32060.77000000004,21806,8509.089999999987,41978,524.8905999099991,24427,0.0,0,0.0,0,23088.257385439952,2521950,219282.21,21972
2023-03-13,Brand M,1340177,29354.47177721001,16460.829999999998,15189,2731.7500000000027,14471,0.0,0,0.0,0,0.0,0,10161.891777210009,1310517,56157.24,13089
2023-03-13,Brand N,841686,20039.51350056996,12116.669999999966,12358,2949.820000000002,11456,94.89570122999991,5437,0.0,0,3.68,2,4874.447799339991,812433,35680.73,6767
2023-03-13,Brand R,507489,10689.76957619,51.59,21,3.12,29,0.0,0,7243.919999999999,245471,0.0,0,3391.1395761900003,261968,5859.0,768
2023-03-14,Brand C,819886,9411.613333289995,0.0,0,0.0,0,957.5063571599984,42703,0.0,0,0.0,0,8454.106976129997,777183,16361.4,5373
2023-03-14,Brand G,487306,12890.667661110008,6888.400000000008,3547,1666.2999999999993,6680,0.0,0,0.0,0,0.0,0,4335.967661110002,477079,34070.87,4706
2023-03-14,Brand LA,1007041,10919.747878759998,0.0,0,19.84,7,453.21450816000026,27594,3252.1932000000006,186529,0.0,0,7194.500170599998,792911,6960.9,1736
2023-03-14,Brand LO,2584763,62721.43098266997,32422.10999999997,21556,7467.469999999997,38128,771.0241317200009,35720,0.0,0,0.0,0,22060.82685095,2489359,214318.09,22012
2023-03-14,Brand M,1315411,28899.091608359988,16551.699999999997,15047,2246.410000000001,13903,0.0,0,0.0,0,0.0,0,10100.981608359987,1286461,55923.68,13098
2023-03-14,Brand N,852579,19714.365680520026,12220.940000000022,12690,2670.53,11305,81.68229766000016,4697,0.0,0,4.96,2,4736.253382860004,823885,39594.53,7367
2023-03-14,Brand R,514689,11244.427099900005,44.47,16,5.180000000000001,41,0.0,0,7766.615550000011,250555,0.0,0,3428.1615498999945,264077,6949.0,758
2023-03-15,Brand C,777937,9208.297766079995,0.0,0,0.0,0,936.2871336199996,52321,0.0,0,0.0,0,8272.010632459996,725616,18008.84,5721
2023-03-15,Brand G,488849,12033.40744519,6564.139999999995,3581,1375.2500000000011,5976,0.0,0,0.0,0,0.0,0,4094.017445190004,479292,33397.01,4883
2023-03-15,Brand LA,1024555,10587.292376690011,0.0,0,20.75,8,434.1199453699999,35270,3240.0288000000023,185914,0.0,0,6892.393631320008,803363,6457.41,1775
2023-03-15,Brand LO,2559969,63394.30089493998,33894.369999999995,21892,8093.390000000008,44166,460.3127537699996,22865,0.0,0,0.0,0,20946.22814116998,2471046,219777.82,22383
2023-03-15,Brand M,1311450,28731.31333929998,16471.059999999983,14787,2646.8000000000025,14931,0.0,0,0.0,0,0.0,0,9613.453339299993,1281732,56990.33,13568
2023-03-15,Brand N,879063,21269.01983002004,13556.290000000034,13616,2890.740000000007,12138,75.3217366799999,4390,0.0,0,10.48,5,4736.188093339998,848914,42302.56,8169
2023-03-15,Brand R,506907,11177.936656639995,28.82,15,8.32,37,0.0,0,7802.84355,252244,0.0,0,3337.953106639996,254611,6721.0,752
2023-03-16,Brand C,766211,9248.922519960002,0.0,0,0.0,0,1033.1992046099997,56093,0.0,0,0.0,0,8215.723315350002,710118,15209.87,5325
2023-03-16,Brand G,468261,11962.570382280013,6714.620000000016,3543,1486.780000000001,7061,0.0,0,0.0,0,0.0,0,3761.170382279997,457657,32905.33,4725
2023-03-16,Brand LA,956708,10428.189908899996,0.0,0,24.12,11,450.8788653800004,36063,3195.285599999997,183952,0.0,0,6757.905443519999,736682,6869.65,1776
2023-03-16,Brand LO,2643713,63618.8668015799,33325.71999999992,21421,7263.37999999999,37307,669.1377634000005,32580,0.0,0,0.0,0,22360.629038179988,2552405,215760.56,22167
