brand,total_users_reached,total_cost,sponsored_products_s,sponsored_products_u,sponsored_brands_s,sponsored_brands_u,video_s,video_u,OTT_s,OTT_u,sponsored_display_s,sponsored_display_u,display_s,display_u,sales,converted_users
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10214864,189869.26730072,55961.38000000004,32580,7348.3099999999995,63739,6806.914498419985,300486,24674.942991639946,794564,6.82,3,95070.89981066005,9023492,262934.67,42233
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9279888,189372.18534513007,64263.22000000007,30364,7214.979999999999,64914,5752.249707839997,259937,27422.68232065995,823078,0.0,0,84719.05331663006,8101595,267746.91000000003,42853
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8986375,157051.28419681004,54253.01999999998,28233,10189.630000000005,82830,1309.4888070599993,98792,26719.224353489975,855707,0.0,0,64579.921036260086,7920813,267641.64,43952
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8825032,174063.65086375,51432.439999999966,27989,8828.810000000009,66705,923.0972325899983,77412,26866.530421709966,825509,6.109999999999999,3,86006.66320945005,7827414,254186.46,41388
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8338884,152932.2050196901,50753.32000000005,27045,8900.890000000007,63937,970.7455780599987,81113,27554.35912112998,845163,5.12,2,64747.77032050006,7321624,254319.59,41142
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8704265,152927.02729202996,50948.07999999997,27802,8837.850000000002,66168,1029.6508392499993,80140,26386.083533969955,855211,0.0,0,65725.36291881003,7674944,288356.95,46938
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9321395,152174.37267598,48407.22000000001,26416,8575.460000000001,65597,1029.7624812599997,77332,25067.417683809996,779175,9.13,4,69085.38251091001,8372871,288167.13,45908
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10019076,158082.26859207998,49646.439999999944,26394,8686.36,65685,1195.3087782600014,83639,24865.63542715999,756597,0.0,0,73688.52438666004,9086761,286992.84,46365
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9137195,161381.15034154995,51149.69999999998,26918,8900.950000000003,71608,1041.4034354000007,72835,24891.158518499957,752472,10.06,3,75387.87838765001,8213359,292712.08,46879
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8654769,161415.19329677,51079.35000000005,27688,8859.599999999997,72426,885.4370064199991,61065,24513.973643259953,754724,6.92,2,76069.91264709001,7738864,294728.83999999997,46785
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8287831,161806.68297462005,52271.350000000035,28813,9009.51,70082,940.2007782200004,45401,25902.792317969972,816554,8.32,3,73674.50987843005,7326978,289086.05,46076
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8685599,159686.68936730988,52050.659999999974,29461,8827.099999999999,69710,670.65232968,28104,24501.478845809983,794715,0.0,0,73636.79819181994,7763609,299399.49,48867
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9147124,155453.39857480003,50473.74000000004,28369,8566.820000000003,69018,807.2534175900016,48798,20555.640346789973,705770,2.38,2,75047.56481042002,8295167,308785.3,49380
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8861029,152741.0024340601,49446.710000000065,28127,8883.550000000005,70053,765.4748528399989,44771,20602.416880559987,691566,12.7,4,73030.15070066003,8026508,299534.42,48804
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8870265,153031.65797215005,50266.91,28516,8791.009999999998,68097,783.4993642800011,45325,20033.26686039997,683714,6.470000000000001,2,73150.50174747007,8044611,307303.66,49210
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8566197,151971.73599948006,48836.24000000006,28759,8708.49999999999,67434,868.1654242300001,51960,20313.412868669962,692881,5.359999999999999,2,73240.05770658003,7725161,297974.94,49071
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8850371,160651.10649677,51801.29999999996,29487,8866.10999999998,71354,912.3054691100002,50995,20418.527841939987,697105,4.699999999999999,2,78648.16318572006,8001428,303982.13999999996,48716
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9178475,163914.35089361004,54293.63,31864,8936.08999999999,73056,948.8124668399985,47522,21035.324492019972,722152,9.02,3,78691.47393475007,8303878,298014.64,46793
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9130713,162038.30979321004,53945.82000000006,32116,9158.359999999988,73229,1104.3956106,58807,21047.837818729975,722685,13.84,5,76768.05636388002,8243871,320445.11,50014
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8965829,148376.03976134,51427.200000000026,29531,8780.76999999999,69678,1096.05477573,72065,16716.358223839994,589362,0.0,0,70355.65676177,8205193,332966.77,52064
