brand,total_users_reached,total_cost,sponsored_products_s,sponsored_products_u,sponsored_brands_s,sponsored_brands_u,video_s,video_u,OTT_s,OTT_u,sponsored_display_s,sponsored_display_u,display_s,display_u,sales,converted_users
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11138719,128035.83527999994,51621.059999999976,36620,0.0,0,724.51335,60393,19446.569600000013,476378,21.56,12,56222.13232999995,10565316,108413.18,16851
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11612223,134707.39697999993,55737.30999999994,40627,0.0,0,852.8468399999995,65204,18246.943800000015,459897,25.09,16,59845.206339999975,11046479,201897.19,31856
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12089665,146927.81796000001,58324.65000000001,42325,0.0,0,860.3412000000002,68390,25142.004550000034,552470,16.78,11,62584.042209999985,11426469,203117.96,31970
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12362042,147096.19125999996,61678.96999999995,45534,0.0,0,885.1922399999995,71617,22706.443550000044,522973,11.9,9,61813.68546999995,11721909,228660.98,35568
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12033060,138487.31110999986,56233.45999999993,41028,0.0,0,1052.4882000000016,79402,20203.267300000014,481734,19.090000000000003,14,60979.005609999935,11430882,230372.06,35052
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12220864,140677.7582000001,56380.72000000004,41363,0.0,0,1020.01476,73620,19284.76605000002,454394,19.25,15,63973.00739000006,11651472,222634.89,34851
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11524053,119893.42429999991,47048.97999999997,36749,0.0,0,756.7812299999995,52817,13355.560499999987,347824,10.919999999999998,7,58721.18256999995,11086656,215529.27,33747
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12276072,136769.57483999996,48679.83,39167,0.0,0,1138.8973900000024,68610,22935.672850000017,577570,35.24000000000001,20,63979.934599999935,11590705,221514.28,35525
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12284047,148733.95794999998,53644.64000000003,43901,0.0,0,999.8544299999996,57815,30754.713049999995,725880,16.09,11,63318.66046999996,11456440,221791.93,35903
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12727389,145467.65556999997,56712.44000000002,44792,0.0,0,845.9069499999985,53049,25880.357749999977,667389,31.160000000000004,23,61997.79086999996,11962136,232952.24000000002,38247
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12918639,160410.45223,50582.22000000002,39911,0.0,0,1055.42181,63195,44953.568549999974,786185,13.22,9,63806.02187,12029339,233843.49000000002,38082
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12958165,167045.34795,55296.71999999997,40939,0.0,0,868.5297500000006,57500,43266.97990000005,801874,9.13,6,67603.98829999998,12057846,226643.8,36958
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,13266005,150043.41473,54546.790000000015,39168,0.0,0,787.6706900000001,60905,26498.602850000003,594034,21.49,14,68188.86118999997,12571884,222519.19,36101
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,14193832,152117.43713000015,59190.710000000065,39490,0.0,0,759.8746800000007,55218,17337.91075000008,329080,25.65,13,74803.29169999999,13770031,223152.25,36136
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,15777826,161679.43733000004,62148.00000000005,41547,0.0,0,771.2978599999991,49755,17255.295650000022,327673,36.14,18,81468.70381999997,15358833,233634.84,37144
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16391858,168225.34386999998,64936.649999999994,46363,0.0,0,783.6168200000003,48423,16591.52120000004,323699,30.690000000000005,17,85882.86584999994,15973356,233327.99,36584
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17038952,171761.81078000006,67881.34000000005,48133,0.0,0,781.005629999999,49011,16587.868999999995,317762,6.83,5,86504.76615000001,16624041,251661.23,40214
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17865511,164112.98831999992,59406.79999999995,40916,0.0,0,872.8007399999992,62478,14482.550750000004,283971,21.17,14,89329.66682999996,17478132,239766.02000000002,39532
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17705101,171179.73027,60376.9,41733,0.0,0,901.9749299999997,69495,17235.56085,312951,20.380000000000003,12,92644.91449,17280910,244609.75,39853
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17584455,166940.54752999995,60494.149999999994,41759,0.0,0,1061.9836799999994,80539,15919.271499999984,294037,16.96,10,89448.18234999997,17168110,258341.74,40695
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17370760,165276.02793999994,61725.83999999994,41740,0.0,0,998.650180000002,75649,15556.64594999996,285794,3.62,3,86991.27181000005,16967574,241311.16,39583
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17378904,173529.2461799998,64761.74999999991,40637,0.0,0,1114.8240900000014,85573,15755.279249999963,290470,7.15,4,91890.24283999995,16962220,233681.93,38529
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16298661,193626.31961999988,66666.84999999996,42840,0.0,0,1131.5878899999993,86117,33924.56155,684058,13.37,9,91889.95017999993,15485637,219361.85,35936
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16526228,188515.20790999988,71851.41999999993,47782,0.0,0,1174.0357800000004,91155,22366.59855,503263,10.91,7,93112.24357999995,15884021,242500.69,39782
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17109268,177524.61224000002,63341.75999999997,42788,0.0,0,1049.790050000002,80951,22317.26145000001,478414,18.39,12,90797.41074000005,16507103,246811.76,40351
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16845992,179623.75636,61680.590000000026,41707,0.0,0,1240.9185300000004,77390,28409.199750000014,564705,14.63,10,88278.41807999997,16162180,238095.65000000002,38772
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16902722,184933.69578999997,62965.519999999975,41698,0.0,0,1185.6874699999998,79112,25706.005850000038,513471,12.15,8,95064.33246999995,16268433,228104.19999999998,37610
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16227973,175385.40308999998,63400.990000000005,40254,0.0,0,1116.1625700000009,85088,22875.101949999997,450486,11.95,7,87981.19856999998,15652138,220691.88,36604
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17133110,175561.06501000002,69530.12,41097,0.0,0,1050.4362399999984,83346,20978.858699999997,422355,9.53,6,83992.12007000002,16586306,231719.74,37927
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,13011908,156597.33512000003,73605.93000000004,45450,0.0,0,1405.5894899999996,102230,25750.139299999966,597603,7.1000000000000005,6,55828.57633000002,12266619,233311.17,38147
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9809317,163048.87187999982,86014.66999999993,55067,0.0,0,1522.0735699999998,113089,26348.608549999917,650015,25.800000000000004,16,49137.71975999996,8991130,266747.02999999997,44060
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10308175,158088.11163,72520.49000000002,46480,0.0,0,1590.2390699999992,123065,31403.214899999977,827382,24.93,15,52549.237660000006,9311233,267017.27999999997,43472
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12286568,189707.9271999999,74345.38000000003,48054,0.0,0,1657.9460200000003,123915,33565.489849999954,919092,12.13,7,80126.98132999988,11195500,263547.08999999997,42558
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12424407,178545.90688999998,76420.88000000009,48915,0.0,0,1665.9206300000008,119659,33078.53534999994,933214,3.33,3,67377.24090999995,11322616,259224.35,41508
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11872678,166394.26011999988,71620.34999999992,47492,0.0,0,1414.651770000001,110294,32569.885499999953,924540,15.78,11,60773.59285,10790341,244367.91999999998,39576
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11578491,164806.8420999999,69203.90999999997,44805,0.0,0,2012.3425899999982,144507,32742.428749999985,922095,15.890000000000002,11,60832.27075999994,10467073,246356.72,39696
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11404184,177410.99551999994,76588.02,50248,0.0,0,2057.051620000001,136267,34796.44399999993,992331,12.39,6,63957.0899,10225332,240327.49,38888
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11701550,180465.47541000013,79895.04000000012,54065,0.0,0,1990.8672099999997,143613,33218.50634999997,964390,9.829999999999998,7,65351.23185000002,10539475,260807.76,42401
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11891519,181644.03910000002,76883.30000000003,51387,0.0,0,1950.694239999999,156288,37915.80649999998,1017015,19.66,9,64874.57836000001,10666820,261926.44999999998,43340
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12693943,251683.03606999997,129786.96999999994,62572,0.0,0,1884.9342800000009,149969,35576.55969999997,1018618,9.38,5,84425.19209000006,11462779,350070.08999999997,56735
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12619414,265464.30523999996,138942.93999999994,61711,0.0,0,2033.7814300000005,154014,33470.34669999992,994392,14.87,9,91002.36711000005,11409288,375569.16000000003,60926
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12738977,192860.56392,84845.28999999996,45888,0.0,0,2278.7823800000006,172556,32516.638599999987,996997,23.63,14,73196.22294000004,11523522,311575.55,50398
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12073292,177680.3639599999,76474.94999999998,45530,0.0,0,2136.9450900000015,150350,31905.10609999994,987785,9.51,6,67153.85276999997,10889621,248481.21,40881
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,11568912,177529.9162999999,76631.84999999999,47112,0.0,0,2173.7473600000003,167043,33557.14414999998,1025104,14.400000000000002,10,65152.77478999994,10329643,242229.08000000002,38839
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12349680,187537.0383699999,83212.60999999999,53771,0.0,0,2307.815469999998,185362,32658.77249999995,1021304,15.72,10,69342.12039999997,11089233,272598.71,43389
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,13547161,184211.98494999995,76539.61,49259,0.0,0,2197.9602799999993,190220,29199.76364999996,933689,23.8,13,76250.85101999999,12373980,287285.89,45426
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16112628,202785.96408999985,76592.92999999989,48380,0.0,0,2173.27568,186216,30939.42884999997,966198,22.229999999999997,13,93058.09956,14911821,293749.34,45279
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17890675,208914.15340999988,78659.30000000003,48746,0.0,0,2725.3845,250490,30613.313449999936,1000181,15.93,8,96900.22545999993,16591250,295600.5,45674
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17910344,206955.04086999982,80086.05999999997,47994,0.0,0,2912.940990000002,259573,29918.412299999938,1050648,21.92,13,94015.70757999991,16552116,288246.82,43711
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17165542,210507.80169999987,82675.47999999994,48594,0.0,0,2265.8627499999984,189821,29395.34914999993,1092026,9.939999999999998,6,96161.16979999997,15835095,289228.81,43073
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16723763,216658.93161999993,86466.6400000001,51387,0.0,0,1796.5995000000012,140608,30267.73934999991,1115721,22.76,11,98105.19276999992,15416036,275532.05,41532
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17823928,228243.09588999973,94864.35999999997,58812,0.0,0,1788.605649999999,151613,30233.85689999991,1111318,31.26,12,101325.01333999987,16502173,321464.06,48798
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,19379998,229742.13853999993,91916.78000000006,55127,0.0,0,1705.3490200000028,163666,27037.79324999996,1013922,18.75,10,109063.46626999987,18147273,348876.13999999996,52390
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,20709661,250776.27595999982,99013.84999999989,57811,0.0,0,1727.2816500000004,155483,28372.80439999993,1070727,10.81,6,121651.52990999998,19425634,348415.27999999997,51297
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,36605720,368631.5523700008,132951.88999999998,71675,0.0,0,1702.6243100000006,155415,28622.874049999944,1077900,7.720000000000001,4,205346.44401000088,35300726,455306.35000000003,63280
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,25458812,299759.3697599997,109223.65999999996,62043,0.0,0,1795.6440200000025,155074,37459.127549999954,1275720,13.43,8,151267.50818999976,23965967,400087.18,57988
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,19244229,224919.91304999994,80232.72000000003,45906,0.0,0,2283.3615300000006,224806,38131.72080000005,1380319,12.59,7,104259.5207199999,17593191,340130.74,49103
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17379107,213709.63591999974,78053.82999999993,46153,0.0,0,2947.077669999998,280954,39226.67454999995,1423820,0.0,0,93482.05369999984,15628180,317300.36,45708
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16891356,216753.14179999984,85784.16999999993,51595,0.0,0,2785.268170000001,273112,36747.672599999874,1340265,11.91,6,91424.12103000002,15226378,336959.89,49487
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16020125,224531.09675999987,79951.15999999992,46206,0.0,0,2659.1898199999996,270962,33255.732849999935,1208216,14.47,7,108650.54409,14494734,337108.41,49552
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16895238,220395.06326999987,84520.72999999995,48567,0.0,0,1698.9390899999973,139166,30479.495699999956,1153768,7.670000000000001,4,103688.22847999995,15553733,368009.60000000003,51169
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16283336,215968.44195999997,90744.55999999998,52754,0.0,0,1464.354050000001,100469,23163.336149999974,876100,3.67,2,100592.52176000005,15254011,391716.71,55795
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16540510,221758.25099999996,90612.13000000009,52272,0.0,0,1526.7229200000002,102792,25067.899049999938,893707,17.52,8,104533.97902999993,15491731,387789.13999999996,54811
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16681869,232810.64979999998,86153.3500000001,50576,0.0,0,1704.3987800000014,108311,44387.26034999994,1509101,9.11,6,100556.53066999993,15013875,365289.37,52304
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17271090,247196.0787499998,92023.99,55261,0.0,0,1713.6131300000004,104440,51404.282849999945,1759720,9.99,6,102044.20276999986,15351663,343942.3,49807
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17087926,246434.7183399999,98758.37000000004,60440,0.0,0,1435.352709999999,89662,49628.408399999884,1703865,14.61,7,96597.97722999997,15233952,386403.56000000006,55490
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16230261,222603.76364999992,86554.53,52233,0.0,0,1455.98296,88615,43608.24059999999,1523404,9.94,5,90975.07008999992,14566004,375993.32,54320
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16477001,224423.41511999993,88644.33000000005,53184,0.0,0,1399.809570000002,86709,41077.62194999983,1498938,11.86,7,93289.79360000003,14838163,352362.5,50626
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,15934912,213322.34653999985,88622.69000000003,52174,0.0,0,1350.4519700000023,82924,32175.80459999989,1180447,11.56,7,91161.83996999993,14619360,356842.38,50170
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16086412,238816.03241999977,93263.52999999996,53626,0.0,0,1562.3704700000005,102923,43238.8508999999,1459792,13.75,7,100737.53104999992,14470064,349169.63,49820
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,15739035,241821.2322799999,94043.01000000004,55579,0.0,0,1515.2373900000005,104687,48844.52039999989,1616588,8.69,5,97409.77448999995,13962176,351910.8,49585
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16516338,239181.15040999977,93829.24999999987,56848,0.0,0,1584.8348899999992,96032,51236.319599999864,1815699,0.0,0,92530.74592,14547759,327378.82,46963
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16925190,240145.92923999982,99136.40999999997,61661,0.0,0,1474.4058200000015,94533,45491.03069999984,1638221,8.2,4,94035.88272000001,15130771,352964.12,50275
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17014606,224371.49355,90274.50000000004,57305,0.0,0,1441.6799400000018,91852,37441.08059999992,1378858,3.53,2,95210.70301000006,15486589,362853.11,52325
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17550691,229921.70710000003,88408.20000000003,56245,0.0,0,1658.0088499999995,112730,39726.920099999945,1507395,7.52,6,100121.05815000006,15874315,358245.39,51470
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17414878,228970.75846000007,89568.48000000004,55875,0.0,0,1787.5667799999992,126481,37975.68959999994,1516736,16.69,10,99622.33208000008,15715776,359241.56,51172
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16697647,222875.41939999996,88582.20999999998,53523,0.0,0,2355.3552499999983,151080,36282.5462999999,1595107,3.67,2,95651.63785000006,14897935,354228.27999999997,51051
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16411134,218013.95519999997,85556.1,52202,0.0,0,2447.272360000001,159600,36641.54279999989,1645093,5.6,3,93363.44004000007,14554236,344771.21,49307
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16342532,231938.30461999992,90975.17000000003,56277,0.0,0,2484.536569999998,158169,41322.95954999995,1825307,8.76,4,97146.87849999996,14302775,329983.44999999995,47372
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,16897532,233250.11070999966,96203.49999999988,61333,0.0,0,2350.680069999997,152152,39201.94754999986,1742690,5.59,4,95488.39308999994,14941353,356441.63,51076
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,18886703,231636.1566799996,90470.07999999986,56817,0.0,0,2279.9129900000003,159860,32265.80999999991,1458138,6.48,4,106613.87368999988,17211884,342688.43,49724
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,20445071,248016.5469299998,94270.84999999995,60239,0.0,0,2165.7333899999985,149146,32333.7599999999,1471574,5.87,3,119240.33353999993,18764109,333316.75,46724
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,19049522,232573.6382599998,86848.53999999998,54144,0.0,0,2270.2103400000037,143062,31517.990099999897,1459133,9.39,3,111927.50781999991,17393180,295420.4,41930
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,20496790,282800.94980000006,115242.79000000004,57575,0.0,0,2286.4765700000007,134698,30587.41229999991,1408497,7.050000000000001,3,134677.22093000007,18896017,315033.61,41900
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,23662240,379220.44668999995,193646.74000000005,91061,0.0,0,2247.2086399999994,145067,28992.90974999993,1335047,19.65,8,154313.93829999995,22091057,649217.29,81642
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,22987040,360008.5885199996,171303.02999999982,77651,0.0,0,2300.7116900000024,155894,29926.786799999925,1380500,16.63,7,156461.43002999984,21372988,573559.71,76147
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,22560884,321762.06925999996,138801.25,66483,0.0,0,2075.52876,151709,29235.264599999955,1351158,18.93,7,151631.09590000001,20991527,454097.67,62206
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,23405921,414020.44038,226014.48,70481,0.0,0,2038.710610000002,143745,25505.93234999995,1184093,22.29,9,160439.02742,22007593,608393.83,79038
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,20364942,290811.3533100002,135810.2800000002,61228,0.0,0,1902.3549899999994,133271,24995.548649999953,1158205,34.809999999999995,15,128068.35967000008,19012223,523134.03,69215
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,17107663,226347.00341000006,92675.63000000009,46021,0.0,0,1764.5577300000002,135251,25277.765099999975,1188177,19.24,9,106609.81057999996,15738205,324096.73,45418
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,12019629,171326.06398000012,84333.50000000017,48704,0.0,0,1471.22899,118008,22469.140799999957,1130369,22.09,10,63030.10418999998,10722538,331164.14,47004
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10399613,169062.8089299999,81839.43000000001,49791,8681.410000000009,51176,1559.0955400000018,126586,21246.974549999955,1077143,31.86,13,55704.038839999965,9094904,343713.27999999997,49312
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10606157,174427.78331999987,85453.78999999989,54804,9372.15,55342,1507.0789699999993,115887,22425.24344999996,1124225,23.94,10,55645.580900000015,9255889,338899.08999999997,47908
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9974597,176666.95454000004,90916.0600000001,59545,10801.57,63461,1352.6616700000015,111289,22481.502299999956,1137712,47.82999999999999,21,51067.33056999996,8602569,361380.27,51082
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9529693,158686.37448999993,79517.84000000001,52532,9810.239999999994,60787,1324.56191,113075,19136.388299999966,965172,30.83,13,48866.514279999974,8338114,361375.95,51535
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8225837,147462.42044,77006.15000000004,51897,9062.399999999981,55882,1331.0345300000004,106898,18800.964749999974,947331,44.29000000000001,19,41217.581159999994,7063810,338597.62,48383
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8893170,153941.49714999984,76897.03999999992,51828,9119.070000000007,56371,1447.0004699999997,105534,18065.39249999997,911655,17.91,11,48395.08417999995,7767771,330589.26,46406
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9611138,155346.61450000008,72265.59000000005,49389,8607.269999999986,53091,1447.8134300000008,101703,19216.30275,900550,6.44,3,53803.19832000004,8506402,345442.49,48360
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9448641,152180.96561000004,71174.70999999999,47511,8277.480000000001,49702,1509.8532599999992,107383,19337.65485000002,757559,18.5,9,51862.767500000016,8486477,347120.75,48709
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9255276,161479.19590999986,74191.21999999993,49535,9130.44999999999,52658,1505.9965,105319,29257.38119999993,1164049,29.88,14,47364.26821000002,7883701,319131.11,45524
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9305457,168001.61117999998,82377.56000000001,54652,9731.880000000003,60514,1338.5237699999982,93891,29486.04644999995,1188957,33.669999999999995,18,45033.930960000005,7907425,341479.55,48472
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9759515,155102.98465999978,71054.30999999984,48460,8667.639999999996,54031,1422.9388399999998,104739,28875.73619999993,1107656,20.55,11,45061.809620000015,8444618,352632.0,50531
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9842712,175387.68814,68496.16000000009,47401,8208.970000000001,50775,1307.357310000001,103763,52743.15854999996,1323518,28.46,15,44603.58227999999,8317240,341067.23,48329
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9686291,189163.94558999987,68300.98,46658,7643.800000000002,49719,1511.6840500000012,118821,61372.09424999989,1459949,36.44,18,50298.947289999975,8011126,315635.2,44136
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9741053,187302.62037999983,66071.59999999999,45327,7530.910000000009,49454,1668.764339999998,120049,61122.03584999988,1443942,37.49,21,50871.82018999995,8082260,310009.07,43636
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,9024469,185945.05790999994,66112.97000000002,45119,7139.5099999999975,48392,3002.4756199999993,184643,59567.710799999884,1408302,14.61,8,50107.78149000003,7338005,305209.67000000004,43370
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,10519567,186807.5740099998,68404.68000000004,47174,7152.5199999999995,49362,2905.3630499999995,173916,59276.1801,1483807,28.08,13,49040.75085999979,8765295,304965.56,43079
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,8911249,183958.45427999983,70732.72999999998,48460,7959.819999999996,53557,2792.9402399999963,167241,55465.28624999994,1446689,28.899999999999995,15,46978.77778999991,7195287,294398.51,42276
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7627728,167113.0172,61556.93000000004,42646,7382.700000000004,52179,2082.0198200000004,141369,51139.784399999975,1380617,46.85999999999999,23,44904.72297999998,6010894,290541.97,42189
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7413161,151509.66405,54082.190000000024,38200,7084.260000000001,49167,1336.165620000003,104755,46805.16659999998,1337652,21.62,10,42180.26182999998,5883377,257675.08,37885
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7094439,145198.45525999987,52413.93999999996,35704,6605.130000000009,43771,1347.2259199999996,98131,43342.769549999895,1252308,27.31,12,41462.079789999996,5664513,234287.06999999998,34295
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6879087,144045.92231000002,51084.64000000005,34013,6343.360000000004,41628,1365.4615099999999,97351,43744.36484999996,1238139,15.27,7,41492.825950000006,5467949,206641.57,30443
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6500890,140451.43146999986,50735.82999999995,36534,6473.130000000007,42626,1350.3086900000012,102924,42660.52409999994,1236029,22.290000000000006,11,39209.34867999998,5082766,193021.28,28256
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6058240,128023.35395999998,43929.81999999999,33765,4979.489999999999,32857,1265.5295800000006,103160,41305.92629999999,1174207,18.020000000000003,9,36524.56807999998,4714242,153268.84,22542
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,5916500,131629.87295999995,49393.280000000035,41976,4902.6200000000035,31388,1265.2026200000005,97934,40824.16604999991,1173851,11.51,6,35233.09428999999,4571345,167951.56,24448
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,6166317,141555.87732999993,62199.85000000001,49728,7530.950000000003,49522,1296.95713,102688,36852.43184999993,1268832,26.62,13,33649.06835,4695534,266035.03,38071
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,5895128,140752.76664999986,65056.18999999997,51496,7981.2299999999905,54773,1268.1648200000004,106076,35798.532749999904,1227449,35.99,23,30612.65907999999,4455311,288560.17,41581
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,5217580,131761.40070999984,59263.50999999993,49802,8469.859999999991,57684,1284.1838399999992,104322,36580.01144999993,1254370,38.58,22,26125.25541999999,3751380,286257.62,42561
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,4116207,113939.79333000001,49071.81000000003,46058,8377.549999999981,56814,1184.6153399999992,82874,36164.642550000004,1261608,75.46999999999998,41,19065.70544000001,2668812,277518.06,40318
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,3832180,102095.03923999988,41356.53999999998,41355,6134.779999999998,43454,1120.3530899999992,77594,36406.2641999999,1287179,70.30000000000001,32,17006.801949999994,2382566,255072.51,36732
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,3422123,97802.04215999982,19355.57000000001,19642,3396.1900000000005,26875,739.0712599999996,55037,65946.58034999981,2136769,30.930000000000007,15,8333.700549999996,1183785,170302.18,26433
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,1235377,51503.10933000002,32155.75000000003,30468,2571.76,19565,303.2036299999995,23635,12027.837750000004,501893,16.71,6,4427.847949999994,659810,158624.43,23860
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,1140301,83709.32029999996,65527.86999999999,57732,6936.549999999994,47047,400.7988000000004,26382,5448.267399999992,179888,54.13,25,5341.704099999999,829227,240587.09,34182
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,3012804,93017.99113,59469.07000000002,51047,7197.599999999989,51566,914.0160500000002,71816,9473.46124999998,275813,39.70999999999999,21,15924.133830000006,2562541,230816.19,32002
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7240320,141783.14553,66381.72000000003,51111,8036.61,54582,1359.809410000001,112690,19771.009449999965,457372,41.82,21,46192.17667000002,6564544,250534.78,34911
Brand CBrand GBrand LABrand LOBrand MBrand NBrand R,7684298,137862.54398000007,67179.56000000007,50208,8427.72,53409,1113.33512,103398,13348.738049999994,357759,67.97,29,47725.22081000002,7119495,262966.66000000003,36079
